id,logos,section,paragraph,tec_category,secondary_category,polarity,confidence,justification,error,page_start,biblical_citations
172,ΣΤ΄,§40,Εἰς τὰς ἁγίας αὖθις ἐντολὰς τοῦ Κυρίου ἡμῶν Ἰησοῦ Χριστοῦ,ΕΛΠΙΔΑ,ΔΟΞΟΛΟΓΙΑ,Θετικό,0.88,Η παράγραφος εκφράζει έντονη εσχατολογική προσδοκία και πόθο για την κοινωνία με τον Χριστό — η επιθυμία ἀναλῦσαι καὶ σὺν Χριστῷ εἶναι και η εικόνα του ἀκένωτου πλούτου καθορίζουν κυρίαρχη ΕΛΠΙΔΑ με δευτερεύουσα αγαλλίαση ΔΟΞΟΛΟΓΙΑΣ.,,111,
173,ΣΤ΄,§41,Εἰς τὰς ἁγίας αὖθις ἐντολὰς τοῦ Κυρίου ἡμῶν Ἰησοῦ Χριστοῦ,ΕΛΠΙΔΑ,ΔΟΞΟΛΟΓΙΑ,Θετικό,0.82,"Η επαναλαμβανόμενη δεικτική λέξη «ἐκεῖ» (εξαπλή) σε συνδυασμό με την επευκτική «Δῴη ἡμῖν Κύριος» δημιουργεί έντονη εσχατολογική ελπίδα για τον ουράνιο θησαυρό, με αγαλλίαση που αγγίζει δοξολογικό τόνο.",,111,
174,ΣΤ΄,§42,Εἰς τὰς ἁγίας αὖθις ἐντολὰς τοῦ Κυρίου ἡμῶν Ἰησοῦ Χριστοῦ,ΕΝΤΟΛΗ,ΦΟΒΟΣ_ΘΕΟΥ,Θετικό,0.82,"Αλυσίδα Δαβιτικών παραθεμάτων που υμνεί τις θείες εντολές ως δικαιοσύνη και μακαριότητα, με κυρίαρχο κανονιστικό-διδακτικό τόνο και δευτερεύον στοιχείο φόβου Κυρίου (φοβούμενος τὸν Κύριον).",,111,
175,ΣΤ΄,§43,Εἰς τὰς ἁγίας αὖθις ἐντολὰς τοῦ Κυρίου ἡμῶν Ἰησοῦ Χριστοῦ,ΕΛΠΙΔΑ,ΕΝΤΟΛΗ,Θετικό,0.87,"Η επευκτική φράση γένοιτο ἐκπληρώσῃ αναλύεται στην υπόσχεση της θείας παρουσίας — ἐλευσόμεθα, μονὴν ποιησόμεθα — δημιουργώντας εσχατολογική ελπίδα αγάπης ως βέβαιης ανταμοιβής της τήρησης των εντολών.",,111,
176,ΣΤ΄,§44,Εἰς τὰς ἁγίας αὖθις ἐντολὰς τοῦ Κυρίου ἡμῶν Ἰησοῦ Χριστοῦ,ΔΟΞΟΛΟΓΙΑ,ΕΛΠΙΔΑ,Θετικό,0.91,"Τριαδική δοξολογία με πᾶσα δόξα, τιμὴ καὶ προσκύνησις και επευκτική αίτηση εκπλήρωσης της θείας υπόσχεσης — συνδυασμός υμνολογικής αγαλλίασης και προσευχητικής ελπίδας.",,111,
177,Ζ΄,§1,Εἰς τὰς ἁγίας ἐντολὰς τοῦ Κυρίου ἡμῶν Ἰησοῦ Χριστοῦ,ΕΝΤΟΛΗ,,Ουδέτερο,0.91,"Η παράγραφος είναι καθαρά ανακεφαλαιωτική και κανονιστική, απαριθμώντας συστηματικά τις θείες εντολές του έκτου λόγου χωρίς συναισθηματική φόρτιση.",,111,
178,Ζ΄,§2,Εἰς τὰς ἁγίας ἐντολὰς τοῦ Κυρίου ἡμῶν Ἰησοῦ Χριστοῦ,ΔΟΞΟΛΟΓΙΑ,ΕΣΧΑΤΟΛΟΓΙΑ,Θετικό,0.74,"Η αλληγορική σύνδεση της εβδόμης ημέρας με την κατάπαυση του Χριστού στον τάφο και τα επτά πνεύματα του Θεού δημιουργεί τόνο θεολογικής αγαλλίασης και δοξολογίας, με δευτερεύουσα εσχατολογική συνείδηση.",,112,
179,Ζ΄,§3,Εἰς τὰς ἁγίας ἐντολὰς τοῦ Κυρίου ἡμῶν Ἰησοῦ Χριστοῦ,ΔΟΞΟΛΟΓΙΑ,ΕΛΠΙΔΑ,Θετικό,0.81,"Προσευχητική επίκληση του Αγίου Πνεύματος με πλούσιες εικόνες φωτός, θέρμης και ενδυνάμωσης — αγαλλιώσα εμπιστοσύνη στη θεία ενέργεια που αγγίζει και τη δοξολογική και την ελπιδοφόρα διάσταση.",,112,
180,Ζ΄,§4,Εἰς τὰς ἁγίας ἐντολὰς τοῦ Κυρίου ἡμῶν Ἰησοῦ Χριστοῦ,ΕΣΧΑΤΟΛΟΓΙΑ,ΚΑΤΗΓΟΡΙΑ,Αρνητικό,0.96,Η τετραπλή αντίθεση (τέλος ἐγγίζει / ἡμεῖς οὐ φροντίζομεν κ.λπ.) δημιουργεί οξύ εσχατολογικό επείγον ενώ ο ελεγκτικός τόνος κατά της ανεμελιάς προσθέτει κατηγορικό υπόστρωμα.,,112,
181,Ζ΄,§5,Εἰς τὰς ἁγίας ἐντολὰς τοῦ Κυρίου ἡμῶν Ἰησοῦ Χριστοῦ,ΚΑΤΗΓΟΡΙΑ,ΑΓΑΠΗ,Αρνητικό,0.85,"Η έντονη αντίθεση ἄνω/κάτω αποκαλύπτει αυστηρή ηθική επίπληξη κατά της ανθρώπινης αδιαφορίας, ενώ η επαναλαμβανόμενη αναφορά στη φιλανθρωπία και ευσπλαγχνία του Δεσπότη υποδηλώνει παράλληλα την κατηγορία ΑΓΑΠΗ ως δευτερεύον στοιχείο.",,112,
182,Ζ΄,§6,Εἰς τὰς ἁγίας ἐντολὰς τοῦ Κυρίου ἡμῶν Ἰησοῦ Χριστοῦ,ΕΝΤΟΛΗ,ΑΓΑΠΗ,Ουδέτερο,0.78,"Ο Χριστός ως φύσει ἀγαθώτατος παρουσιάζει κανονιστική διδαχή περί ἁπλοῦ ὀφθαλμοῦ με ρητορικό δίπολο φωτός/σκότους, ενώ η προθετική φράση βουλόμενος... κεκτῆσθαι αποπνέει παιδαγωγική αγάπη.",,113,
183,Ζ΄,§7,Εἰς τὰς ἁγίας ἐντολὰς τοῦ Κυρίου ἡμῶν Ἰησοῦ Χριστοῦ,ΦΟΒΟΣ_ΘΕΟΥ,ΕΝΤΟΛΗ,Αρνητικό,0.74,"Η διπλή κίνηση θαυμάσωμεν/φρίξωμεν αποκαλύπτει ιερό δέος: η εικόνα του σκοτεινού ψυχή λόγω πονηρού οφθαλμού προκαλεί φρίκη-δέος, ενώ το διδακτικό πλαίσιο ερμηνείας της εντολής δίνει δευτερεύοντα κανονιστικό τόνο.",,113,
184,Ζ΄,§8,Εἰς τὰς ἁγίας ἐντολὰς τοῦ Κυρίου ἡμῶν Ἰησοῦ Χριστοῦ,ΕΝΤΟΛΗ,ΔΟΞΟΛΟΓΙΑ,Θετικό,0.74,"Η παράγραφος εκθέτει διδακτικά τη διάκριση ἁπλοῦ/πονηροῦ ὀφθαλμοῦ με κανονιστικό τόνο, αλλά κορυφώνεται σε ανοδική θεωρία του κάλλους Χριστοῦ και της βασιλείας που αγγίζει δοξολογικό θαυμασμό.",,113,
185,Ζ΄,§9,Εἰς τὰς ἁγίας ἐντολὰς τοῦ Κυρίου ἡμῶν Ἰησοῦ Χριστοῦ,ΕΝΤΟΛΗ,ΕΣΧΑΤΟΛΟΓΙΑ,Ουδέτερο,0.74,"Διδακτικός-κανονιστικός τόνος με πρακτικές οδηγίες για νίκη επί της σαρκικής επιθυμίας, ενισχυμένος από εσχατολογικές εικόνες θανάτου και σκωλήκων ως μέσο ασκητικής νήψης.",,113,
186,Ζ΄,§10,Εἰς τὰς ἁγίας ἐντολὰς τοῦ Κυρίου ἡμῶν Ἰησοῦ Χριστοῦ,ΦΟΒΟΣ_ΘΕΟΥ,ΕΝΤΟΛΗ,Θετικό,0.78,"Το τρέμειν και φοβεῖσθαι δεν είναι φόβος τιμωρίας αλλά ιερό δέος ενώπιον της θείας παρουσίας που αναγνωρίζεται ακόμα και στη γυναίκα ως αγγέλου φανέντος, με θετική φόρτιση λόγω της χάριτος που νικά την εμπαθή επιθυμία.",,113,
187,Ζ΄,§11,Εἰς τὰς ἁγίας ἐντολὰς τοῦ Κυρίου ἡμῶν Ἰησοῦ Χριστοῦ,ΕΝΤΟΛΗ,ΜΕΤΑΝΟΙΑ,Ουδέτερο,0.71,"Αφηγηματικό παράδειγμα ασκητικής νίκης επί της επιθυμίας — διδακτικός τόνος κυριαρχεί, με υπόρρητη κατάνυξη και αυτογνωσία που αγγίζει τη μετάνοια.",,113,
188,Ζ΄,§12,Εἰς τὰς ἁγίας ἐντολὰς τοῦ Κυρίου ἡμῶν Ἰησοῦ Χριστοῦ,ΕΝΤΟΛΗ,ΕΣΧΑΤΟΛΟΓΙΑ,Αρνητικό,0.71,Ο συγγραφέας προτείνει πρακτική άσκηση λογισμού κατά της επιθυμίας (ΕΝΤΟΛΗ) ενώ το ἀνέτοιμος πέλω καὶ ὑπάγω πρὸς τὸν κριτὴν εισάγει εσχατολογική αφύπνιση με αρνητική φόρτιση αγωνίας.,,114,
189,Ζ΄,§13,Εἰς τὰς ἁγίας ἐντολὰς τοῦ Κυρίου ἡμῶν Ἰησοῦ Χριστοῦ,ΕΣΧΑΤΟΛΟΓΙΑ,ΦΟΒΟΣ_ΘΕΟΥ,Αρνητικό,0.81,"Η εικόνα του βασιλικού θρόνου με τους τιμωμένους και τους ἐκδιωκομένους λειτουργεί ως αλληγορία της τελικής Κρίσης, όπου η διαβάθμιση εγγύτητας ή απόρριψης από τον «βασιλέα τῆς δόξης» δημιουργεί ισχυρή εσχατολογική αφύπνιση με υπόρρητο ιερό δέος.",,114,
190,Ζ΄,§14,Εἰς τὰς ἁγίας ἐντολὰς τοῦ Κυρίου ἡμῶν Ἰησοῦ Χριστοῦ,ΕΣΧΑΤΟΛΟΓΙΑ,ΕΛΠΙΔΑ,Θετικό,0.78,"Τα επίγεια (πραιτώριον, γάμοι, μελῳδία) λειτουργούν ως αναμνηστικά σύμβολα που ανυψώνουν τον νου στους αιώνιους γάμους και τον ἀθάνατον νυμφίον — εσχατολογική αφύπνιση με ελπιδοφόρο χαρακτήρα.",,114,
191,Ζ΄,§15,Εἰς τὰς ἁγίας ἐντολὰς τοῦ Κυρίου ἡμῶν Ἰησοῦ Χριστοῦ,ΔΟΞΟΛΟΓΙΑ,ΕΛΠΙΔΑ,Θετικό,0.85,"Η εικόνα της φωταύγειας, της μελωδίας και της αγγελικής τρισάγιας ύμνησης δημιουργεί ύφος αγαλλίασης και ανύψωσης προς τα ουράνια, με τη βιβλική ρήση περί «ἁπλοῦ ὀφθαλμοῦ» να ενισχύει την εσωτερική φωτεινότητα ως εικόνα θεϊκής χαράς.",,114,
192,Ζ΄,§16,Εἰς τὰς ἁγίας ἐντολὰς τοῦ Κυρίου ἡμῶν Ἰησοῦ Χριστοῦ,ΚΑΤΗΓΟΡΙΑ,ΕΝΤΟΛΗ,Αρνητικό,0.91,"Αναλυτική απαρίθμηση των εκδηλώσεων του πονηρού ὀφθαλμοῦ — μοιχεία καρδίας, φιλοδοξία, αισχρές επιθυμίες, γαστριμαργία — με αυστηρά κατηγορητικό τόνο και υψηλή αρνητική ηθική φόρτιση.",,115,
193,Ζ΄,§17,Εἰς τὰς ἁγίας ἐντολὰς τοῦ Κυρίου ἡμῶν Ἰησοῦ Χριστοῦ,ΚΑΤΗΓΟΡΙΑ,ΕΝΤΟΛΗ,Αρνητικό,0.87,"Η εικόνα του πονηροῦ ὀφθαλμοῦ που σπεύδει σε συλή και πλεονεξία, ενισχυμένη από κυριακό λόγιο, συνιστά σαφή ηθική επίπληξη με έντονη αρνητική φόρτιση.",,115,
194,Ζ΄,§18,Εἰς τὰς ἁγίας ἐντολὰς τοῦ Κυρίου ἡμῶν Ἰησοῦ Χριστοῦ,ΚΑΤΗΓΟΡΙΑ,ΔΟΞΟΛΟΓΙΑ,Αρνητικό,0.78,"Η αντίθεση ἁπλοῦς/πονηρὸς ὀφθαλμός λειτουργεί ως ηθική επίπληξη κατά της ψευδούς κατηγορίας και της ἀδικίας, ενώ η τελική ανάδειξη του Ιωσήφ από τον Θεό προσδίδει δοξολογική χροιά.",,115,
195,Ζ΄,§19,Εἰς τὰς ἁγίας ἐντολὰς τοῦ Κυρίου ἡμῶν Ἰησοῦ Χριστοῦ,ΚΑΤΗΓΟΡΙΑ,ΕΣΧΑΤΟΛΟΓΙΑ,Αρνητικό,0.87,"Η αντίθεση ἁπλοῦς/πονηρὸς ὀφθαλμός, η πτώση των πρωτοπλάστων διὰ πονηρᾶς συμβουλῆς και η τριπλή συνέπεια (ἐγυμνώθησαν, ἐξεβλήθησαν, ἐτελεύτησαν) συνθέτουν έντονη ηθική επίπληξη με εσχατολογική κατάληξη.",,115,
196,Ζ΄,§20,Εἰς τὰς ἁγίας ἐντολὰς τοῦ Κυρίου ἡμῶν Ἰησοῦ Χριστοῦ,ΔΟΞΟΛΟΓΙΑ,ΕΝΤΟΛΗ,Θετικό,0.72,"Η ομολογία του Πέτρου και η υπόσχεση οικοδομής της Εκκλησίας αποπνέουν θαυμασμό και αγαλλίαση για το θεϊκό μεγαλείο, με διδακτική υφή στην ερμηνευτική παρένθεση.",,115,
197,Ζ΄,§21,Εἰς τὰς ἁγίας ἐντολὰς τοῦ Κυρίου ἡμῶν Ἰησοῦ Χριστοῦ,ΚΑΤΗΓΟΡΙΑ,ΕΝΤΟΛΗ,Αρνητικό,0.81,"Η παράγραφος συνδυάζει την ανθεκτικότητα της Εκκλησίας έναντι των εχθρών της με οξεία κατηγορία κατά του Ιούδα — πονηρὸν ὀφθαλμόν, δολίως, παραδοῦναι — που κυριαρχεί ως ηθική επίπληξη.",,115,
198,Ζ΄,§22,Εἰς τὰς ἁγίας ἐντολὰς τοῦ Κυρίου ἡμῶν Ἰησοῦ Χριστοῦ,ΕΝΤΟΛΗ,ΚΑΤΗΓΟΡΙΑ,Αρνητικό,0.74,"Η παράγραφος εκθέτει διδακτικά την εντολή περί ὀφθαλμοῦ-λύχνου, με σαφή ηθικό έλεγχο κατά της πονηρίας που σκοτίζει ολόκληρο το σώμα.",,115,
199,Ζ΄,§23,Εἰς τὰς ἁγίας ἐντολὰς τοῦ Κυρίου ἡμῶν Ἰησοῦ Χριστοῦ,ΚΑΤΗΓΟΡΙΑ,ΕΣΧΑΤΟΛΟΓΙΑ,Αρνητικό,0.91,"Αυστηρή ηθική επίπληξη κατά αμελών λειτουργών με εικόνα κτηνοτρόφου και κλείσιμο με εσχατολογική απειλή του «σκότους εξωτέρου», που δίνει υψηλή αρνητική φόρτιση.",,116,
200,Ζ΄,§24,Εἰς τὰς ἁγίας ἐντολὰς τοῦ Κυρίου ἡμῶν Ἰησοῦ Χριστοῦ,ΕΝΤΟΛΗ,ΦΟΒΟΣ_ΘΕΟΥ,Αρνητικό,0.82,"Ο λόγος κινείται κυρίως σε κανονιστικό τόνο — πολλῆς χρεία φυλακῆς, ἁπλοῦν ἔχειν τὸν ὀφθαλμόν — με υποτονική φόρτιση ιερού δέους μέσω της εικόνας θανάτου ανερχόμενου δια των θυρίδων.",,116,
